Carimbo de data/hora,Em qual instituição você está fazendo pós graduação?,"Se você estuda na UFPR, em qual setor você está inserido?  ",Qual sua atividade atual na sua universidade (relacionada à presença nesta disciplina)?,Em qual grande área do conhecimento sua pesquisa está inserida hoje?,Em qual ano você concluiu sua graduação?,Em qual instituição você concluiu sua graduação? (Responda com a sigla da instituição),De quais programas de graduação você participou?,"Se você já concluiu o mestrado, qual o ano de início do mestrado?",Qual o ano de conclusão do seu mestrado?,Em qual instituição você fez seu mestrado?,Quantos artigos (com qualis) você já publicou?,Você é bolsista remunerado de algum programa? Qual?,Quantas disciplinas de Estatística você cursou na graduação?,Quantas disciplinas DIFERENTES de Estatística vc cursou na pós-graduação (mestrado + doutorado) no total? ,Já utilizou algum software com funcionalidades estatísticas?,Qual(is) software(s) com funcionalidades estatísticas você usa ou já usou?,Você vai utilizar métodos estatísticos na sua Pós-Graduação/Pesquisa?,Qual a importância que você atribui à Estatística no seu trabalho de Pós-Graduação/Pesquisa? ,"Se você está fazendo Pós-Graduação, qual a sua principal expectativa após a conclusão?",Como tomou conhecimento da Disciplina Transversal?,"Após se matricular no SIGA, você assistiu alguma aula do ano anterior da Disciplina no YouTube? ",Tem/teve contato ou conhecimento sobre os professores coordenadores da disciplina (Paulo Justiniano e/ou Walmes Zeviani)?,Tem/teve contato ou conhecimento sobre o(s) prof(s). colaboradores da disciplina?,Você cursou o ensino médio em escola pública ou particular?,Você cursou ensino médio tradicional ou profissionalizante?,Qual o seu sexo?,Qual a sua altura?,Qual o seu peso?,Qual a data do seu nascimento?,Qual das seguintes categorias descreve melhor sua situação de emprego?,Com quem você mora?,Quantos irmãos você tem?,Qual a sua origem?,Possui habilitação para dirigir? Qual categoria?,Qual seu meio de transporte predominante que utilizava ou utilizaria para Universidade em atividades presenciais?,"Em média, quanto tempo você demorava ou demoraria para chegar a Universidade?","Em média, quantas vezes você usa táxi/aplicativo de transporte durante o mês?",Possui animal de estimação?,Toca algum instrumento musical?,De quais redes sociais você participa?,Você pratica atividade física regularmente?,Quantas vezes por semana você se exercita?,Qual atividade você pratica?,Você teve ao menos um teste positivo para covid-19?,Você conhece alguém que já foi infectado pela covid-19?,Você faz parte do grupo de risco?,"Dentre as pessoas que você convive regularmente (mesmo em tempos de pandemia), há ao menos uma pertencente ao grupo de risco?",Você foi vacinado contra a covid-19?,Quais das medidas a seguir você considera eficazes na prevenção à covid-19?,E quais das medidas você efetivamente segue para fins de prevenção?,Como a pandemia afetou sua renda?,Como a pandemia afetou seus estudos/pesquisa?,"Caso você seja estudante de pós graduação, como a pandemia afetou seu aprendizado?",Você aprova o formato remoto de ensino?,Você sente mais dificuldades no formato remoto quando comparado ao presencial?,"Caso você seja estudante de pós graduação, você acha que a pandemia vai afetar o tempo de conclusão do seu curso?",Como você avalia as medidas tomadas pelas autoridades para evitar o colapso do sistema de saúde?,Quantos anos você acha que a pessoa da foto abaixo tem?,"Observe as figuras abaixo. Uma delas se chama ""Bouba"" e a outra ""Kiki"". Quem é quem?",
16/03/2021 17:10:23,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Biológicas,2016,UFPR,Não participei,,,,2,FUPEF,2,1,Sim,"R, Excel ou similares",Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,179,80,31/07/1989,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Curitiba,B (carro),Transporte público,60,20,Cachorro,Violão,"Facebook, Twitter, Instagram, Linkedin",Sim,3,"Caminhada, Corrida, Musculação",Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social",Não afetou,Estudei menos que o normal,Afetou pouco,Sim,Sim,Sim,,26,"A da esquerda se chama Kiki, a da direita se chama Bouba.",16
16/03/2021 17:29:01,UFPR,BL - Ciências Biológiccas,Mestrado Acadêmico,Ciências Biológicas,2018,UEM,"Iniciação científica, Projeto de extensão, Empresa Júnior",,,,0,CAPES,1,1,Sim,R,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Sim,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,170,58,02/08/1993,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Interior do Paraná,A e B (moto e carro),Transporte público,60,8,Gato,Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Linkedin",Não,0,Nenhuma,Não,Sim,Não,Não,Não,"Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Não afetou,Estudei menos que o normal,Afetou pouco,Sim,Sim,Sim,,28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",19
16/03/2021 17:40:53,UFPR,ET - Exatas,Doutorado,Ciências Exatas,1998,UP,Não participei,2003,2005,UFPR,0,Não,1,1,Sim,Excel ou similares,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Sim,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Masculino,190,75,25/02/1975,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Interior do Paraná,B (carro),Carro/moto próprio,20,0,Não possuo,Violão,"Facebook, Twitter, Instagram, Linkedin",Sim,4,Karate,Não,Sim,Não,Não,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Afetou moderadamente,Não afetou,Afetou pouco,Sim,Não,Não,,26,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
16/03/2021 18:01:10,UFPR,TC - Tecnologia,Doutorado,Ciências Exatas,2005,UTFPR,Não participei,2013,2016,UTFPR,1,Não,1,8,Sim,Excel ou similares,Não sei ainda,8,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Não,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,159,54,05/09/1974,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Outro Estado,B (carro),Carro/moto próprio,10,0,"Cachorro, Peixe",Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Sim,3,Pilates,Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Afetou pouco,Não afetou,Não afetou,Sim,Não,Não,,22,"A da esquerda se chama Kiki, a da direita se chama Bouba.",29
16/03/2021 18:07:13,UTFPR,,Mestrado Acadêmico,Ciências Exatas,2015,PUCPR,Não participei,,,,0,Não,1,0,Não,Nunca usei,Certamente sim,9,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,165,89,20/04/1988,Trabalho ocasional,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,3,Outro Estado,B (carro),Carro/moto próprio,20,0,"Cachorro, Gato",Não toco nenhum instrumento,"Facebook, Instagram",Não,0,Nenhuma,Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Afetou muito,Estudei mais que o normal,Não afetou,Sim,Não,Não,,25,"A da esquerda se chama Bouba, a da direita se chama Kiki.",40
16/03/2021 18:09:48,Não sou aluno de pós graduação,,Professor,Ciências Exatas,1996,FAIMAR - Faculdade de Informática de Maringá,Não participei,2003,2005,FEESR-Marília SP,20,Não,0,0,Não,Excel ou similares,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,176,95,25/10/1976,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,3,Interior do Paraná,Superior à B,Carro/moto próprio,20,300,Cachorro,Não toco nenhum instrumento,"Facebook, Linkedin",Sim,3,"Caminhada, Pilates",Não,Sim,Sim,Sim,Não,"Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social",Afetou pouco,Estudei mais que o normal,Não afetou,Sim,Não,Não se dizer,,23,"A da esquerda se chama Kiki, a da direita se chama Bouba.",24
16/03/2021 18:13:52,UFPR,TC - Tecnologia,Doutorado,Ciências Exatas,2006,UFPR,PET,2018,2020,UFPR,4,Não,1,0,Sim,Excel ou similares,Certamente sim,8,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Por ex-alunos da Disciplina,Não,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Feminino,167,70,26/01/1982,Pesquisador sem bolsa,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,3,Curitiba,B (carro),Carro/moto próprio,45,0,Gato,Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Linkedin",Não,0,Nenhuma,Não,Sim,Sim,Sim,Não,"Uso de máscaras, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Extinguiu minha renda,Estudei menos que o normal,Afetou muito,Sim,Não sei dizer,Sim,,28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",33
16/03/2021 18:14:47,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Biológicas,2019,UFPR,"Iniciação científica, Monitoria, Projeto de extensão",,,,4,Não,1,0,Sim,Excel ou similares,Certamente sim,9,Conseguir um emprego.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,162,64,30/06/1994,Desempregado,Com os pais,0,Região metropolitana,B (carro),Carro/moto próprio,20,1,"Cachorro, Gato, Pássaro",Violão,"Facebook, Instagram",Sim,6,"Caminhada, Corrida, Musculação",Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Afetou moderadamente,Não afetou,Afetou muito,Sim,Não,Sim,,24,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
16/03/2021 18:20:01,UFPR,SD - Saúde,Mestrado Profissional,Ciências Humanas,2010,FAG ,"Monitoria, Projeto de extensão",,,,0,Não,1,0,Sim,Excel ou similares,Não sei ainda,8,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Não,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Masculino,187,104,22/10/1987,Trabalho com carteira assinada/Vínculo Formal,Sozinho,1,Interior do Paraná,B (carro),Carro/moto próprio,13,0,Cachorro,Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Linkedin, Outras",Não,0,Nenhuma,Não,Sim,Não,Sim,Sim,"Uso de máscaras, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social",Não afetou,Estudei mais que o normal,Afetou pouco,Sim,Não,Não se dizer,,25,"A da esquerda se chama Bouba, a da direita se chama Kiki.",19
16/03/2021 20:08:21,UFPR,AG - Agrárias,Doutorado,Ciências Biológicas,2009,PUCPR,"Iniciação científica, Monitoria, Projeto de extensão, Empresa Júnior",2011,2013,UEL,7,Não,1,1,Sim,"R, SAS, Excel ou similares",Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Sim,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,178,95,28/08/1984,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Outro Estado,B (carro),Carro/moto próprio,60,0,"Cachorro, Gato, Outro",Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Não,1,Caminhada,Não,Sim,Sim,Não,Não,"Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Tratamento precoce (de qualquer espécie), Isolamento social","Uso de máscaras, Uso de luvas, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Afetou pouco,Estudei menos que o normal,Afetou muito,Sim,Sim,Sim,,20,"A da esquerda se chama Kiki, a da direita se chama Bouba.",25
16/03/2021 20:09:56,IFPR,,Mestrado Profissional,Ciências Humanas,2013,UFPA,Monitoria,,,,0,Não,1,6,Não,Nunca usei,Certamente sim,9,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Masculino,183,123,25/02/1977,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,4,Outro Estado,Superior à B,Transporte público,30,0,Não possuo,Violão,"Facebook, Google+, Instagram, Linkedin",Sim,3,Caminhada,Sim,Sim,Não,Sim,Não,"Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Tratamento precoce (de qualquer espécie), Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Afetou moderadamente,Estudei mais que o normal,Afetou moderadamente,Sim,Sim,Sim,,24,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
16/03/2021 20:22:09,UFPR,CH - Humanas,Doutorado,Ciências Humanas,2018,Universidade Estadual de Maringá,"Iniciação científica, Projeto de extensão",2017,2019,UEM,3,CAPES,2,4,Sim,"R, SPSS, Excel ou similares",Certamente sim,10,Conseguir um emprego.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,165,68,20/03/1995,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Interior do Paraná,A e B (moto e carro),A pé,15,2,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Linkedin",Não,0,"Nenhuma, Pilates",Não,Não,Não,Não,Não,"Uso de máscaras, Uso de luvas, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel",Afetou moderadamente,Não afetou,Afetou moderadamente,Sim,Não sei dizer,Não,,20,"A da esquerda se chama Bouba, a da direita se chama Kiki.",28
16/03/2021 20:45:25,UFPR,AG - Agrárias,Doutorado,Ciências Biológicas,2018,URI campus Santiago/RS,"Iniciação científica, Monitoria, Projeto de extensão, Voluntariado",2018,2020,UFPR,0,CAPES,1,0,Sim,"R, SPSS",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Sim,Sim,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,160,44,22/01/1993,Bolsista em tempo integral,Com amigos,3,Outro Estado,B (carro),Bicicleta,35,5,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter",Sim,5,"Caminhada, Musculação",Não,Sim,Não,Não,Não,"Uso de máscaras, Uso de luvas, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de luvas, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Afetou moderadamente,Estudei menos que o normal,Afetou moderadamente,Sim,Sim,Não se dizer,,29,"A da esquerda se chama Bouba, a da direita se chama Kiki.",40
16/03/2021 21:05:29,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Biológicas,2018,UFPR,"Iniciação científica, Monitoria, Projeto de extensão",,,,7,FUNEP,1,1,Não,Excel ou similares,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,183,70,12/04/1994,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Curitiba,A e B (moto e carro),Carro/moto próprio,15,8,"Cachorro, Gato",Não toco nenhum instrumento,"Facebook, Instagram",Não,0,Nenhuma,Não,Sim,Não,Sim,Não,"Uso de máscaras, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Afetou moderadamente,Estudei mais que o normal,Afetou moderadamente,Sim,Não,Não,,26,"A da esquerda se chama Kiki, a da direita se chama Bouba.",32
16/03/2021 21:25:48,UNILA,,Doutorado,Ciências Exatas,2015,Pitágoras,Não participei,2016,2018,UFES,1,Não,1,6,Não,Excel ou similares,Não sei ainda,8,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,180,85,26/06/1985,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Outro Estado,B (carro),Táxi/Aplicativo,25,1,Cachorro,Não toco nenhum instrumento,"Instagram, Linkedin",Sim,4,Musculação,Não,Sim,Não,Sim,Não,"Uso de máscaras, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Afetou moderadamente,Estudei menos que o normal,Não afetou,Sim,Não,Não,,27,"A da esquerda se chama Kiki, a da direita se chama Bouba.",32
16/03/2021 21:36:02,UFPR,CH - Humanas,Mestrado Acadêmico,Ciências Humanas,2020,UFPR,"Iniciação científica, Projeto de extensão, Empresa Júnior",,,,1,Não,1,0,Não,Nunca usei,Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Pelo(a)  orientador(a),Não,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Feminino,167,84,10/07/1994,Trabalho com carteira assinada/Vínculo Formal,Com outros familiares,4,Interior do Paraná,B (carro),Transporte público,30,20,Cachorro,Não toco nenhum instrumento,"Facebook, Google+, Instagram",Não,0,Nenhuma,Sim,Sim,Não,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Afetou pouco,Não afetou,,Sim,Sim,Não se dizer,,22,"A da esquerda se chama Kiki, a da direita se chama Bouba.",24
16/03/2021 21:41:49,UFPR,BL - Ciências Biológiccas,Mestrado Acadêmico,Ciências Biológicas,2019,pucpr,Iniciação científica,,,,0,CNPQ,1,6,Sim,Excel ou similares,Certamente sim,8,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,168,81,26/03/1997,Bolsista em tempo integral,Com os pais,2,Curitiba,A (moto),Carro/moto próprio,8,0,Cachorro,Não toco nenhum instrumento,"Twitter, Instagram, Linkedin",Sim,5,"Corrida, Musculação",Não,Sim,Não,Não,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Isolamento social",Afetou pouco,Estudei menos que o normal,Afetou pouco,Não sei dizer,Sim,Não se dizer,,25,"A da esquerda se chama Bouba, a da direita se chama Kiki.",33
16/03/2021 21:49:51,UFPR,BL - Ciências Biológiccas,Doutorado,Ciências Biológicas,2015,UFPR,"Iniciação científica, Monitoria",,,,1,CNPQ,1,0,Não,Excel ou similares,Não sei ainda,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo SIGA,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,168,98,23/03/1991,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Interior do Paraná,B (carro),Carro/moto próprio,30,8,Cachorro,Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Linkedin",Sim,2,Funcional,Não,Sim,Sim,Sim,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social",Afetou moderadamente,Estudei menos que o normal,Afetou pouco,Não sei dizer,Não,Não,,22,"A da esquerda se chama Kiki, a da direita se chama Bouba.",25
16/03/2021 21:56:42,UFPR,TC - Tecnologia,Mestrado Acadêmico,Ciências Exatas,2019,UFPR,Iniciação científica,,,,1,Não,1,0,Não,Nunca usei,Não sei ainda,6,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,166,57,22/12/1995,Desempregada,Com os pais,1,Interior do Paraná,B (carro),A pé,25,3,Cachorro,Piano,"Facebook, Instagram, Linkedin",Sim,3,"Caminhada, Corrida",Não,Sim,Não,Não,Não,"Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais)",Afetou pouco,Estudei menos que o normal,Afetou muito,Não sei dizer,Sim,Não se dizer,,27,"A da esquerda se chama Kiki, a da direita se chama Bouba.",30
